,usr,dte,rte,cmt,itm,opt
1057,whi*******,2018.03.19,60%,"단팥 단호박은  먹었던거라 괜찮으나
우유죽은  호불호가  갈리겠네요
전  못 먹겠어요","모닝죽 3종(단호박,우유,단팥) 선물세트/총중량 2,730g",
1058,yin*******,2018.03.01,100%,간식으로 잘 먹고 있어요..,6가지 씨앗으로 만든 씨드바 20개입(28gx20팩),
1059,eun*******,2017.09.11,100%,달지 않아요. 적당히 달콤한 맛.. 건강해지는 느낌이에요. 맛있어요 딱딱하지도 않고 식감이 좋아요.,6가지 씨앗으로 만든 씨드바 20개입(28gx20팩),
1060,hi4*******,2018.07.02,100%,배송도 빠르고 품질도 좋습니다 ^^ 만족해요 !!!!,[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1061,pio*******,2018.04.02,60%,잘 쓰고 있어요 그런데 속에 뚜껑이 있어서 톡톡 하고 사용 했으면 좋겠어요  가루재퓸들인데 커피 수저로 조금씩 덜어쓰는 기 불편해요,[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1062,s54*******,2018.01.29,80%,"배송도 안전하게 잘왔구
구성품도 맘에듭니다
근데 페페론치노? 인가
그것중에 썩은녀석이 들어있어서..
별하나뺍니다",[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1063,bor*******,2016.02.11,100%,선물용으로 샀어요. 다양한 향신료가 저도 탐나네요.,[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1064,gum*******,2015.12.29,100%,좋아요 감사합니다 많이 파세요^^,[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1065,ekd*******,2015.10.27,100%,가격은 좀 있지만 선물용으로 너무 좋았어요~,[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1066,jsm*******,2015.10.02,100%,너무 좋아요~~~^^,[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1067,jee*******,2015.09.23,60%,"선물용인데 쇼핑백도 없이 그냥 박스에 달랑담겨와서 민망한 상황입니다.
크기가 커서 맞는 포장백 구하기가 힘들거같아서 난감해요.
쇼핑백에 대한 안내가 있었으면 좋았을텐데 아쉽습니다.
상품은 좋아요.",[쇼핑백증정]세상 모든 조미료/향신료 18종 선물세트,
1068,son*******,2018.06.18,100%,한끼 대용으로 든든하네요,간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1069,woo*******,2018.05.26,100%,끼니 대신에 먹기 좋아요,간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1070,ll2*******,2018.05.12,100%,"기숙사 있는 자녀에게 간식용   아침식사 대용으로 강추
비교적 편하게 이용가는하여 바쁜직딩 아짐식사대용으로도 강추입니다  맛도 거부감 없이 조아요 우유랑 같이 먹고 있답니다",간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1071,hys*******,2018.04.26,60%,"다이어트중이라 식사대용으로 먹으려고 샀는데 
물에 타니까 솔직히 맛은 없네요ㅠㅠ",간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1072,sem*******,2018.04.03,100%,이것저것 고민하고 비교해보다가 후회없이 질렀습니다,간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1073,sem*******,2018.04.03,100%,이것저것 고민하고 비교해보다가 후회없이 질렀습니다,간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1074,win*******,2018.03.12,100%,맛있고 편하고 아침식사로 최고,간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1075,jho*******,2017.03.25,100%,대용식 필요했는데 잘산것같아요!,간편한 밀스 3.1 그레인 보틀 (98gx7개)/400kcal,
1076,da2*******,2018.07.13,60%,쉐이커 가격 치고는 비싸지만 안에 링볼(?)이 좀 더 잘 섞어줄까해서 구매해봤습니다. 정작 링볼 씻기 귀찮을 것 같아서 한번도 넣고 사용한 적 없지만 들고다니기 적당한 사이즈라 간간이 잘 사용하고 있습니다.,"전용 쉐이커(500ml, 쉐이커볼 포함)",
1077,bad*******,2017.09.16,100%,맛있고 간편하게 먹기 좋아요!,"전용 쉐이커(500ml, 쉐이커볼 포함)",
1078,uen*******,2017.06.08,100%,"잘 섞여요 ㅎㅎ 
입구가 좁아 손으로 닦기 힘들긴 하지만, 솔로 충분히 세척 가능하니 괜찮습니다~","전용 쉐이커(500ml, 쉐이커볼 포함)",
1079,aro*******,2017.05.30,100%,밀스 먹을때마다 불편해서 구매했어요,"전용 쉐이커(500ml, 쉐이커볼 포함)",
1080,ido*******,2017.05.27,100%,간장통이 돼 버렸지만 사용하기 편하고 좋아요-,"전용 쉐이커(500ml, 쉐이커볼 포함)",
1081,yhh*******,2017.04.04,100%,저녁마다 밀스 타먹고 있습니다 ~~ 다른데보다 훨씬 저렴하고 좋아요 ㅎㅎ,"전용 쉐이커(500ml, 쉐이커볼 포함)",
1082,ene*******,2018.06.24,80%,양이 많아서 배불러요.,간편한 미래식사 밀스 3.1 그레인 파우치(98gx7개),
1083,bad*******,2017.09.16,100%,맛있고 간편하게 먹기 좋아요!,간편한 미래식사 밀스 3.1 그레인 파우치(98gx7개),
1084,jej*******,2017.08.30,100%,배송도 빠르고 상품잘받았습니다,간편한 미래식사 밀스 3.1 그레인 파우치(98gx7개),
1085,uen*******,2017.06.08,100%,"정말 달지 않네요 ㅋㅋ
먹으면 몸이 좋아지는거 같아요.

적혀져 있는 비율대로 만들면 양도 많고 되직해서 
좀 묽게 반만 먹고 있어요~",간편한 미래식사 밀스 3.1 그레인 파우치(98gx7개),
1086,ygj*******,2018.05.04,100%,"딸기맛,향 조금씩 나요ㅎㅎ",밀스3.0 핑크 파우치(97gx7개),
1087,myd*******,2018.02.10,100%,제 입맛에는 조금..... 어색합니다 ㅎㅎ,밀스3.0 핑크 파우치(97gx7개),
1088,kks*******,2017.12.29,100%,생각보다 먹을 만 합니다. 믿고 꾸준히 아침 대용으로 먹을 예정입니다.,밀스3.0 핑크 파우치(97gx7개),
1089,bad*******,2017.09.16,100%,맛있고 간편하게 먹기 좋아요!,밀스3.0 핑크 파우치(97gx7개),
1090,jej*******,2017.08.30,100%,배송도 빠르고 상품잘받았습니다,밀스3.0 핑크 파우치(97gx7개),
1091,idl*******,2017.04.01,100%,기존에 밀스 먹다가 새로 나와서 먹어봤는데 맛있어요~~~ 아침에 먹음 딱 좋아요,밀스3.0 핑크 파우치(97gx7개),
1092,ekt*******,2018.03.15,100%,배송이 빨랐어요~ 다이어트 간식으로 좋아요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1093,lin*******,2018.03.04,100%,맛있어요~~~~~~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1094,suh*******,2018.01.18,100%,좋은가격에 구입했습니다.,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1095,roo*******,2017.09.27,100%,아침 대용으로 즐겨 먹고있습니다~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1096,eun*******,2017.09.07,100%,달지않고 그리 딱딱하지 않아요. 곡물이 꽉차 있어서 정말 좋아요. 맛있네요. 씹히는 느낌도 좋구요. 고소해요.,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1097,cie*******,2017.07.17,100%,많이 달지 않고 맛있습니다~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1098,mar*******,2017.07.06,100%,감사합니다~많이 파세요~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1099,042*******,2017.06.19,100%,맛있습니다. 매번 구매하고 있어요~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1100,ejs*******,2017.06.12,100%,맛이 괜찮아요~ 간식으로 먹기 좋아요~~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1101,e2n*******,2017.03.30,100%,"사진 간식용으로 에너지바를 애용하는 가족입니다. 그만큼 다양한 브랜드의 에너지바를 시도했는데요. 입맛에 맛는 에너지바도 찾았었지만 오래먹으면 어쩔수 없이 물리더라고요. 아무래도 시럽 등으로 단맛을 내기 때문에 물리게 되고, 한편으론 칼로리 걱정도 했던것 같습니다. 달지 않으면서 곡식으로 구성된 에너지바를 찾으려고 여러 사이트를 다니다가 슈퍼바를 보게됐습니다. 입자들이 작지만 다양한 곡물로 채워져있어서 먹으면서 건강에도 좋을 것 같아 기대감으로 시켰는데요. 담백한 구성이 너무 좋네요. 우리나라 약과인지 다과인",13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1102,nos*******,2017.03.10,80%,"처음 맛보는 제품인데 만족합니다~~
배송도 빠르구요..

식사대용으로 또는 간식용으로 잘 먹겠습니다.
제 입에는 조금 달지만 그래도 만족^^",13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1103,cha*******,2017.03.09,100%,가성비 대비 좋네요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1104,rla*******,2017.01.04,100%,빠른배송 착한 가격 맘에 들어요..,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1105,idl*******,2016.10.20,100%,고소하고 맛있습니다 싸고 좋아요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1106,idl*******,2016.08.15,100%,맛있어요 딱딱하지도 않아서 아이들도 잘 먹습니다,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1107,rrd*******,2015.07.30,100%,"맛있어요
더워서 그런가 요즘은 바 모양이 흐물거리네요",13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1108,klk*******,2015.06.17,100%,집에서 먹으려고 산건데 파우치 귀엽네요 ㅎ,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1109,fig*******,2015.06.17,100%,잘먹었습니다. 추천할만합니다.,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1110,dru*******,2015.06.17,100%,맛있게 잘 먹고 있습니다. 시판되는 제품들보다 성의 있게 만든것 같아 좋습니다. 아무래도 큰회사에서 원가를 맞추기 위해 사용하는 재료가 아닌것 같은 점이 가장 좋네요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1111,han*******,2015.06.17,100%,빠른 배송과 응대에 감사합니다. 건강한 느낌이 들어 맘에 드네요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1112,sas*******,2015.06.17,100%,흰색 파우치에 담겨 오는게 너무 귀엽네요 어디 나갈 때도 편하게 들고 나갈 수 있을 것 같습니다~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1113,hui*******,2015.06.17,100%,구매했는데 매우 만족 합니다. 다음번에 다시 구매할 수 있을 것 같습니다.,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1114,jin*******,2015.06.17,100%,맛있네요 괜찮습니다~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1115,not*******,2015.06.17,100%,맛있네요 다들 동료들도 다들 좋아합니다.,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1116,lov*******,2015.06.16,100%,강추합니다 좋아요~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1117,fig*******,2015.06.16,100%,수퍼푸드 좋네요 맛있게 잘먹겠습니다~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1118,dru*******,2015.06.16,100%,수퍼푸드가 13종이라니 세보지는 못해봤는데 맛잇네요 잘먹을 게요~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1119,han*******,2015.06.16,100%,파우치에 있는게 너무 귀엽네요 빠른 배송 고맙습니다~,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1120,sas*******,2015.06.16,100%,하얀파우치 너무 귀엽네요 선물로 주기 좋을것 같아요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1121,hui*******,2015.06.16,100%,"파우치 귀엽네요 하얀 포장지에 하얀 파우치 맘에 듭니다.
많이 파세요~",13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1122,jin*******,2015.06.16,100%,왠만한 과자들보다 훨씬 낫네요 애들 간식은 이걸로 주면 좋을 것 같아요,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1123,not*******,2015.06.16,100%,사진 수퍼푸드바라고 해서 맛이 업을 줄 알았는데 생각보다 맛있게 잘 먹었네요 좋습니다.,13가지 슈퍼푸드로 만든 슈퍼바 10개입(28gx10개),
1124,skf*******,2017.09.21,60%,그냥 애매하네요 시리얼과 ?어먹어야하는건지,모닝 그래놀라 컵형 (30gx7개)/125kcal,
1125,ohw*******,2018.05.29,100%,딱딱하고 퍽퍽한데 맛은 있어요.,7가지 곡물 견과로 만든 그래놀라바 (28gx20팩),
1126,spr*******,2018.04.01,100%,좋아요.만족합니다. ^^,7가지 곡물 견과로 만든 그래놀라바 (28gx20팩),
1127,ohw*******,2018.01.22,100%,살짝 딱딱한 많이 편이고 달지는 않아 좋습니다,7가지 곡물 견과로 만든 그래놀라바 (28gx20팩),
1128,bad*******,2017.09.16,100%,맛있고 간편하게 먹기 좋아요!,7가지 곡물 견과로 만든 그래놀라바 (28gx20팩),
1129,eun*******,2017.09.07,100%,전혀 달지 않고 딱딱하지 않아요. 과자 같은 느낌인데 부담이 없네요. 맛있어요,7가지 곡물 견과로 만든 그래놀라바 (28gx20팩),
1130,pyk*******,2018.06.08,100%,"신혼 집들이 선물로 구매했어요!
너무 좋네요~
ㄴ",[12종set]에센셜 향신료+천연조미료 세트+쇼핑백/총중량 375g,
1131,chc*******,2018.02.12,80%,사이즈는작지만 알찬구성으로 명절선물로 괜찮은듯,[12종set]에센셜 향신료+천연조미료 세트+쇼핑백/총중량 375g,
1132,lum*******,2017.10.13,80%,맛있고 배송도 빨랐어요.,5종 견과와 아카시아꿀로 만든 홀넛츠바 20개입(38gx20팩),
1133,sse*******,2017.10.12,100%,아침대용으로 든든하게 좋아요,5종 견과와 아카시아꿀로 만든 홀넛츠바 20개입(38gx20팩),
1134,ran*******,2018.06.28,100%,"오, 맛있어요. 다음에 또 주문해야 할듯요.",6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1135,ros*******,2018.04.14,100%,맛있습니다.이침에 우유한 잔과 함께 먹으면 굳.,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1136,lam*******,2018.02.04,100%,배송도 빠르고 맛도 좋아요~~~,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1137,jan*******,2017.11.30,80%,그냥 먹을만 합니다.,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1138,bon*******,2017.11.28,100%,잘 받았습니다~~~,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1139,son*******,2017.10.14,100%,간식으로 좋아요. 맛있어요~~~~~,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1140,ejs*******,2017.06.12,100%,맛이 괜찮아요~ 간식으로 먹기 좋아요~~,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1141,chi*******,2017.03.28,100%,맛있습니다. 자꾸 먹고 싶어요.,6가지 씨앗으로 만든 씨드바 10개입(28gx10개) 치아씨드/아마씨드/바질씨드,
1142,tid*******,2018.02.12,100%,먹기도간편하고맛있네요,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1143,hun*******,2018.01.16,100%,아침이 든든합니다 재구매 할 예정입니다,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1144,hon*******,2017.12.20,100%,이런 종류 중에 제일 맛있습니다,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1145,naa*******,2017.12.10,100%,선물로 구입했어요 간편한 식사하라구요.,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1146,mis*******,2017.12.07,100%,식감도 저는 괜찮은 것 같아요.,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1147,bos*******,2017.11.21,100%,말이 필요없는 상품이지요,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1148,sky*******,2017.10.10,40%,"인테이크 식사대용 재품은 예전에 클라우드펀딩 할때 본적이 있어서 정식 판매 하면 사먹어 봐야지 생각만 했는데 쓱 배송에 입점돼서 바로 주문했습니다. 
우선 맛은 나쁘지 않아요 그냥 미숫가루, 곡물음료  맛과 다를게 없습니다.

근데 저는 치아씨드,바질씨드를 못먹어서 어찌해야 할지 모르겠습니다 ㅜㅜㅜ 다 골라내고 먹어야 할지.....
그냥 곡물 쉐이크겠지 하고 주문한건데 우유타서 먹다가 자꾸 배에서 세포분열 하는 기분에 알았네요 ,,,, 
제품이 나쁜건 아닙니다..원재료 안보고 그냥 주문한 제가 스튜핏이죠 ^^;...",[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1149,sky*******,2017.09.21,100%,산에서 먹으려고 주문합니다.,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
1150,hon*******,2017.09.18,100%,완소 제품임 재구매,[쓱배송][SSG단독 신제품] 배고플땐 쓱! 밀스 프리미엄S 론칭,
